"","Exhaust.System.Specialists","Intake.System.Specialists","Fuel.Emissions.Specialists","Drivetrain.Specialists","Repair.Date"
"772",4,2,1,1,2017-01-25
"773",1,1,1,1,2017-01-30
"774",1,1,1,1,2017-01-31
"775",1,1,1,1,2017-02-03
"776",1,1,2,2,2017-01-25
"777",1,1,1,1,2017-01-26
"778",3,2,2,2,2017-02-02
"779",1,1,2,2,2017-01-30
"780",1,1,1,2,2017-01-26
"781",3,2,2,2,2017-02-05
"782",1,1,2,2,2017-01-28
"783",1,1,2,1,2017-01-28
"784",1,1,1,1,2017-01-31
"785",3,2,2,1,2017-01-31
"786",4,0,1,1,2017-01-24
"787",1,1,1,1,2017-01-28
"788",1,1,2,2,2017-01-26
"789",1,1,1,2,2017-01-25
"790",1,1,2,2,2017-02-08
"791",1,1,1,2,2017-01-26
"792",1,1,2,2,2017-01-26
"793",1,1,2,2,2017-01-30
"794",3,2,1,2,2017-01-24
"795",1,1,2,2,2017-02-06
"796",1,1,2,2,2017-01-28
"797",1,1,1,1,2017-02-05
"798",1,1,1,1,2017-01-25
"799",1,1,1,2,2017-01-28
"800",1,1,1,2,2017-01-28
"801",3,2,1,1,2017-02-15
"802",1,1,1,1,2017-02-03
"803",1,1,2,3,2017-02-08
"804",1,1,1,2,2017-02-01
"805",1,1,1,0,2017-01-25
"806",1,1,2,2,2017-02-05
"807",1,1,1,1,2017-01-29
"808",1,1,2,1,2017-01-26
"809",1,1,2,3,2017-02-03
"810",1,1,1,2,2017-01-30
"811",3,2,1,1,2017-01-31
"812",1,1,2,2,2017-01-31
"813",1,1,2,2,2017-02-01
"814",1,1,2,2,2017-01-29
"815",3,2,1,2,2017-01-25
"816",3,2,1,1,2017-02-10
"817",3,2,1,1,2017-02-08
"818",1,1,1,1,2017-02-02
"819",3,2,2,2,2017-02-01
"820",1,1,1,2,2017-02-02
"821",1,1,2,2,2017-01-25
"822",1,1,2,2,2017-01-25
"823",1,1,1,2,2017-01-29
"824",3,2,2,1,2017-02-05
"825",1,1,3,2,2017-02-10
"826",1,1,1,2,2017-02-08
"827",4,2,1,1,2017-02-04
"828",1,1,2,1,2017-02-06
"829",1,1,1,1,2017-01-27
"830",1,1,1,2,2017-01-29
"831",4,2,1,1,2017-01-26
"832",1,1,2,2,2017-02-09
"833",3,2,1,2,2017-02-09
"834",3,2,1,1,2017-02-15
"835",1,1,2,2,2017-01-27
"836",3,2,1,1,2017-02-13
"837",3,2,1,1,2017-02-02
"838",3,2,1,1,2017-02-11
"839",1,1,2,2,2017-01-25
"840",1,1,2,2,2017-02-05
"841",1,1,1,1,2017-01-27
"842",3,2,1,2,2017-01-31
"843",1,1,1,2,2017-02-05
"844",3,2,2,1,2017-01-27
"845",3,2,1,1,2017-02-12
"846",3,2,2,2,2017-01-27
"847",1,1,1,2,2017-01-24
"848",2,4,1,1,2017-01-27
"849",1,1,1,0,2017-01-26
"850",3,2,1,1,2017-02-04
"851",1,1,2,2,2017-01-27
"852",1,1,1,1,2017-01-30
"853",1,1,1,2,2017-01-27
"854",1,1,1,1,2017-02-07
"855",3,2,2,2,2017-01-30
"856",3,2,2,1,2017-02-08
"857",1,1,1,1,2017-02-10
"858",1,1,2,1,2017-02-04
"859",1,1,1,2,2017-01-26
"860",1,1,1,2,2017-01-27
"861",1,1,1,2,2017-01-28
"862",3,2,1,2,2017-02-08
"863",1,1,1,1,2017-02-04
"864",1,1,1,1,2017-02-01
"865",1,1,2,3,2017-01-27
"866",1,1,2,2,2017-01-26
"867",1,1,2,2,2017-02-01
"868",1,1,1,2,2017-01-25
"869",1,1,2,2,2017-01-27
"870",4,2,1,2,2017-01-25
"871",1,1,2,2,2017-02-08
"872",4,2,2,2,2017-01-24
"873",1,1,1,1,2017-02-09
"874",3,2,1,2,2017-02-01
"875",1,1,2,1,2017-01-26
"876",1,1,1,1,2017-02-04
"877",1,1,1,1,2017-01-27
"878",1,1,2,1,2017-01-24
"879",3,2,2,2,2017-02-04
"880",1,1,2,2,2017-01-25
"881",1,1,1,2,2017-02-12
"882",3,2,2,3,2017-01-30
"883",3,2,1,1,2017-02-07
"884",1,1,1,1,2017-01-24
"885",1,1,1,1,2017-01-27
"886",1,1,1,2,2017-01-28
"887",3,2,2,2,2017-01-29
"888",1,1,2,1,2017-01-28
"889",1,1,1,1,2017-02-02
"890",1,1,1,1,2017-02-03
"891",3,2,2,1,2017-01-31
"892",4,2,1,1,2017-01-25
"893",1,1,0,1,2017-02-10
"894",1,1,2,2,2017-01-26
"895",1,1,1,1,2017-02-06
"896",1,1,1,1,2017-02-16
"897",4,2,1,2,2017-01-25
"898",3,2,1,2,2017-02-01
"899",1,1,1,1,2017-01-29
"900",1,1,2,1,2017-01-27
"901",1,1,1,2,2017-02-07
"902",1,1,2,1,2017-02-14
"903",1,1,2,1,2017-02-12
"904",1,1,2,2,2017-01-30
"905",1,1,1,1,2017-02-06
"906",3,2,2,2,2017-01-28
"907",1,1,1,1,2017-01-31
"908",1,1,1,2,2017-02-01
"909",1,1,1,1,2017-01-24
"910",1,1,1,2,2017-02-07
"911",3,2,2,2,2017-01-27
"912",1,1,2,1,2017-01-28
"913",1,1,1,2,2017-01-29
"914",3,2,2,2,2017-01-27
"915",1,1,1,2,2017-01-31
"916",1,1,2,2,2017-02-07
"917",1,1,1,1,2017-02-06
"918",3,2,0,1,2017-01-25
"919",1,1,2,2,2017-01-31
"920",1,1,1,1,2017-01-31
"921",3,2,2,2,2017-02-07
"922",1,1,3,2,2017-01-28
"923",1,1,1,2,2017-01-25
"924",4,2,1,1,2017-01-25
"925",1,1,1,2,2017-02-13
"926",1,1,1,1,2017-01-31
"927",3,2,2,2,2017-02-11
"928",3,2,1,2,2017-01-26
"929",1,1,2,2,2017-02-04
"930",1,1,1,1,2017-01-28
"931",1,1,2,1,2017-02-10
"932",1,1,2,2,2017-02-02
"933",3,2,1,1,2017-01-27
"934",1,1,2,2,2017-02-08
"935",3,2,1,2,2017-02-16
"936",1,1,2,2,2017-02-03
"937",1,1,2,2,2017-01-27
"938",1,1,2,2,2017-02-13
"939",4,2,1,1,2017-01-24
"940",1,1,2,1,2017-01-27
"941",1,1,1,1,2017-01-28
"942",1,1,1,2,2017-01-25
"943",1,1,2,1,2017-02-02
"944",1,1,1,1,2017-02-03
"945",1,1,2,2,2017-02-07
"946",3,2,2,3,2017-02-02
"947",3,2,2,2,2017-02-06
"948",1,1,2,2,2017-01-26
"949",3,2,1,1,2017-01-29
"950",1,1,1,1,2017-01-27
"951",1,1,1,1,2017-02-11
"952",3,2,1,1,2017-01-24
"953",1,1,2,2,2017-02-06
"954",1,1,1,1,2017-02-06
"955",1,1,2,2,2017-02-04
"956",1,1,1,1,2017-02-03
"957",1,1,1,1,2017-02-02
"958",1,1,1,1,2017-02-02
"959",3,2,1,2,2017-02-03
"960",3,2,1,1,2017-02-12
"961",1,1,1,1,2017-02-06
"962",1,1,2,2,2017-02-15
"963",1,1,1,1,2017-01-26
"964",1,1,2,1,2017-02-06
"965",1,1,2,2,2017-01-28
"966",1,1,1,2,2017-02-03
"967",3,2,2,1,2017-02-16
"968",3,2,2,2,2017-02-10
"969",1,1,2,1,2017-01-29
"970",3,2,0,1,2017-02-12
"971",1,1,2,2,2017-01-29
"972",1,1,2,1,2017-02-07
"973",1,1,1,1,2017-02-06
"974",3,2,1,1,2017-02-01
"975",1,1,2,1,2017-02-08
"976",3,2,1,0,2017-01-26
"977",1,1,1,2,2017-02-09
"978",3,2,1,1,2017-01-24
"979",3,2,1,1,2017-01-30
"980",1,1,2,1,2017-02-06
"981",3,2,2,1,2017-02-10
"982",1,1,2,1,2017-02-06
"983",1,1,1,1,2017-02-13
"984",3,2,2,2,2017-01-30
"985",1,1,1,2,2017-01-29
"986",1,1,2,1,2017-01-29
"987",1,1,1,1,2017-01-27
"988",3,2,1,2,2017-01-27
"989",4,2,2,2,2017-01-31
"990",1,1,2,1,2017-01-29
"991",3,2,1,1,2017-02-11
"992",3,2,1,1,2017-01-25
"993",1,1,1,1,2017-02-08
"994",1,1,2,2,2017-01-25
"995",1,1,2,2,2017-01-30
"996",3,2,1,2,2017-02-08
"997",1,1,2,2,2017-01-26
"998",1,1,2,2,2017-01-29
"999",1,1,1,1,2017-01-26
"1000",1,1,2,2,2017-01-25
"1001",1,1,1,1,2017-01-24
"1002",1,1,1,1,2017-02-01
"1003",1,1,1,1,2017-01-29
"1004",1,1,1,1,2017-02-04
"1005",3,2,2,2,2017-02-04
"1006",3,2,1,1,2017-02-11
"1007",1,1,1,1,2017-02-01
"1008",1,1,2,2,2017-01-25
"1009",1,1,2,2,2017-01-27
"1010",2,4,0,1,2017-01-31
"1011",1,1,2,2,2017-01-28
"1012",1,1,1,1,2017-01-25
"1013",1,1,1,2,2017-01-25
"1014",3,2,1,1,2017-02-02
"1015",1,1,2,2,2017-02-02
"1016",1,1,2,2,2017-01-29
"1017",2,4,1,2,2017-01-31
"1018",1,1,1,1,2017-02-12
"1019",1,1,2,2,2017-01-25
"1020",1,1,2,1,2017-01-24
"1021",0,1,2,2,2017-02-14
"1022",1,1,2,2,2017-02-09
"1023",3,2,1,2,2017-01-27
"1024",1,1,2,2,2017-01-29
"1025",4,0,2,1,2017-01-26
"1026",1,1,0,1,2017-02-12
"1027",1,1,1,3,2017-01-30
"1028",1,1,1,1,2017-01-27
"1029",1,1,2,1,2017-02-07
"1030",3,2,1,1,2017-01-30
"1031",1,1,1,1,2017-01-29
"1032",3,2,2,1,2017-02-03
"1033",1,1,2,2,2017-02-03
"1034",3,2,1,0,2017-01-26
"1035",1,1,2,2,2017-02-10
"1036",1,1,1,2,2017-01-31
"1037",1,1,1,1,2017-01-24
"1038",3,2,1,1,2017-01-24
"1039",1,1,2,1,2017-02-12
"1040",1,1,2,2,2017-01-24
"1041",1,1,2,2,2017-02-01
"1042",1,1,3,2,2017-01-26
"1043",1,1,1,1,2017-02-01
"1044",1,1,1,3,2017-01-30
"1045",1,1,1,1,2017-01-30
"1046",1,1,2,2,2017-01-30
"1047",3,2,2,2,2017-01-26
"1048",1,1,2,1,2017-02-08
"1049",1,1,1,2,2017-01-26
"1050",1,1,2,1,2017-02-03
"1051",3,2,2,2,2017-02-05
"1052",1,1,1,1,2017-01-26
"1053",1,1,2,2,2017-01-26
"1054",1,1,1,2,2017-02-07
"1055",1,1,2,2,2017-02-11
"1056",3,2,2,2,2017-01-28
"1057",3,2,1,1,2017-01-28
"1058",1,1,2,2,2017-02-01
"1059",3,2,2,2,2017-01-30
"1060",1,1,2,1,2017-01-28
"1061",3,2,2,2,2017-01-29
"1062",1,1,2,2,2017-02-09
"1063",4,0,2,1,2017-01-24
"1064",1,1,2,2,2017-01-24
"1065",4,0,2,2,2017-01-25
"1066",1,1,1,2,2017-01-24
"1067",1,1,1,1,2017-02-05
"1068",1,1,1,1,2017-02-06
"1069",1,1,1,2,2017-01-28
"1070",1,1,2,1,2017-01-28
"1071",1,1,1,1,2017-02-09
"1072",1,1,2,2,2017-02-10
"1073",1,1,2,2,2017-01-31
"1074",1,1,1,2,2017-01-29
"1075",1,1,1,2,2017-01-27
"1076",1,1,1,2,2017-02-06
"1077",4,2,2,1,2017-01-25
"1078",1,1,1,2,2017-02-03
"1079",1,1,1,1,2017-01-28
"1080",3,2,2,2,2017-02-06
"1081",1,1,2,1,2017-01-30
"1082",1,1,2,1,2017-02-12
"1083",1,1,1,3,2017-01-25
"1084",3,2,2,1,2017-01-24
"1085",1,1,1,2,2017-01-29
"1086",1,1,1,1,2017-02-01
"1087",1,1,2,2,2017-01-24
"1088",1,1,1,1,2017-01-31
"1089",3,2,1,2,2017-02-09
"1090",1,1,2,2,2017-02-05
"1091",3,2,1,2,2017-01-26
"1092",1,1,1,1,2017-02-01
"1093",1,1,1,1,2017-02-05
"1094",1,1,2,2,2017-01-25
"1095",1,1,2,1,2017-02-12
"1096",1,1,1,1,2017-01-25
"1097",3,2,2,2,2017-01-31
"1098",1,1,2,1,2017-01-26
"1099",1,1,1,2,2017-01-29
"1100",1,1,2,1,2017-02-08
"1101",1,1,2,2,2017-02-02
"1102",3,2,2,2,2017-02-02
"1103",1,1,2,2,2017-02-15
"1104",1,1,2,1,2017-01-30
"1105",3,2,2,1,2017-02-01
"1106",1,1,2,2,2017-02-04
"1107",1,1,2,2,2017-02-03
"1108",3,2,1,1,2017-02-09
"1109",3,2,1,1,2017-02-09
"1110",1,1,2,1,2017-01-26
"1111",1,1,1,1,2017-02-08
"1112",1,1,1,1,2017-01-26
"1113",1,1,2,2,2017-01-24
"1114",1,1,1,2,2017-01-30
"1115",1,1,2,2,2017-01-28
"1116",3,2,2,1,2017-01-29
"1117",1,1,2,1,2017-02-09
"1118",1,1,2,2,2017-01-30
"1119",1,1,2,2,2017-02-10
"1120",1,1,2,1,2017-02-14
"1121",1,1,2,2,2017-01-27
"1122",1,1,1,1,2017-02-05
"1123",1,1,2,1,2017-01-27
"1124",3,2,1,2,2017-02-01
"1125",2,4,2,2,2017-01-29
"1126",1,1,2,2,2017-01-31
"1127",1,1,1,1,2017-01-25
"1128",1,1,1,1,2017-01-24
"1129",1,1,2,2,2017-01-27
"1130",3,2,2,3,2017-01-31
"1131",1,1,2,2,2017-02-09
"1132",3,2,1,1,2017-01-28
"1133",3,2,2,2,2017-02-04
"1134",1,1,2,1,2017-01-25
"1135",1,1,2,2,2017-02-01
"1136",1,1,1,1,2017-02-16
"1137",1,1,1,1,2017-01-27
"1138",1,1,1,2,2017-01-27
"1139",3,2,2,2,2017-01-31
"1140",1,1,1,1,2017-02-10
"1141",1,1,1,2,2017-01-25
"1142",1,1,1,1,2017-02-07
"1143",1,1,1,1,2017-02-02
"1144",1,1,1,0,2017-01-24
"1145",1,1,1,2,2017-02-04
"1146",3,2,2,1,2017-01-25
"1147",3,2,1,2,2017-02-01
"1148",3,2,1,0,2017-01-29
"1149",1,1,1,1,2017-02-13
"1150",3,2,2,2,2017-01-30
"1151",1,1,2,2,2017-01-30
"1152",3,2,2,1,2017-02-07
"1153",1,1,2,2,2017-01-27
"1154",1,1,1,1,2017-01-27
"1155",1,1,2,1,2017-01-27
"1156",3,2,2,1,2017-01-27
"1157",1,1,2,1,2017-02-02
"1158",1,1,1,1,2017-02-05
"1159",1,1,2,1,2017-01-26
"1160",1,1,1,1,2017-02-01
"1161",3,2,2,2,2017-02-07
"1162",1,1,1,1,2017-01-25
"1163",3,2,1,2,2017-01-28
"1164",3,2,2,2,2017-02-16
"1165",4,2,2,1,2017-01-27
"1166",1,1,2,1,2017-01-28
"1167",1,1,1,1,2017-01-25
"1168",1,1,2,2,2017-02-01
"1169",3,2,2,2,2017-02-08
"1170",1,1,2,1,2017-02-04
"1171",4,2,2,2,2017-01-26
"1172",3,2,1,1,2017-02-13
"1173",1,1,1,1,2017-02-13
"1174",3,2,3,2,2017-02-07
"1175",1,1,1,2,2017-02-01
"1176",3,2,2,2,2017-01-24
"1177",1,1,2,2,2017-01-27
"1178",1,1,2,2,2017-01-29
"1179",1,1,1,1,2017-01-28
"1180",1,1,1,1,2017-02-02
"1181",3,2,2,2,2017-01-26
"1182",1,1,2,2,2017-02-04
"1183",1,1,1,2,2017-01-31
"1184",3,2,2,2,2017-02-13
"1185",1,1,1,2,2017-02-15
"1186",1,1,1,1,2017-02-12
"1187",3,2,2,1,2017-01-27
"1188",1,1,1,3,2017-02-10
"1189",3,2,2,1,2017-02-02
"1190",1,1,2,1,2017-01-28
"1191",3,2,1,2,2017-01-24
"1192",1,1,1,1,2017-02-14
"1193",1,1,2,2,2017-01-25
"1194",1,1,3,2,2017-02-06
"1195",3,2,2,1,2017-02-02
"1196",1,1,2,2,2017-02-08
"1197",1,1,1,1,2017-01-25
"1198",1,1,2,1,2017-01-26
"1199",1,1,1,1,2017-01-27
"1200",3,2,1,2,2017-01-30
"1201",1,1,1,1,2017-01-25
"1202",1,1,2,2,2017-01-29
"1203",1,1,2,2,2017-01-24
"1204",1,1,2,1,2017-01-31
"1205",3,2,2,2,2017-01-26
"1206",3,2,2,2,2017-02-06
"1207",4,0,2,2,2017-01-24
"1208",1,1,2,2,2017-02-04
"1209",3,2,1,1,2017-01-24
"1210",1,1,1,1,2017-01-27
"1211",3,2,1,0,2017-01-28
"1212",1,1,1,2,2017-01-27
"1213",3,2,1,2,2017-02-04
"1214",2,4,1,1,2017-02-08
"1215",1,1,2,1,2017-01-26
"1216",3,2,2,1,2017-01-28
"1217",1,1,2,2,2017-01-30
"1218",1,1,2,1,2017-01-25
"1219",1,1,1,1,2017-01-29
"1220",1,1,1,1,2017-01-24
"1221",4,2,2,1,2017-01-24
"1222",1,1,1,2,2017-01-26
"1223",1,1,1,1,2017-02-05
"1224",2,4,2,1,2017-02-02
"1225",1,1,1,1,2017-01-26
"1226",4,2,2,2,2017-01-28
"1227",1,1,2,1,2017-02-12
"1228",4,2,1,1,2017-01-25
"1229",3,2,3,2,2017-02-05
"1230",1,1,2,2,2017-01-28
"1231",1,1,2,1,2017-01-24
"1232",3,2,2,2,2017-01-30
"1233",1,1,2,2,2017-02-13
"1234",1,1,1,1,2017-01-25
"1235",1,1,2,3,2017-01-29
"1236",1,1,2,1,2017-02-12
"1237",3,2,2,1,2017-01-25
"1238",1,1,2,2,2017-02-03
"1239",1,1,2,2,2017-01-25
"1240",4,2,1,1,2017-01-26
"1241",3,2,1,1,2017-02-01
"1242",3,2,2,1,2017-02-11
"1243",3,2,2,1,2017-01-31
"1244",1,1,1,1,2017-02-09
"1245",1,1,1,2,2017-01-30
"1246",1,1,2,2,2017-02-02
"1247",1,1,1,2,2017-02-05
"1248",1,1,1,1,2017-02-06
"1249",1,1,1,2,2017-01-26
"1250",1,1,2,2,2017-02-10
"1251",1,1,2,2,2017-02-02
"1252",1,1,2,2,2017-02-02
"1253",3,2,2,2,2017-01-28
"1254",1,1,2,2,2017-01-30
"1255",1,1,1,1,2017-01-27
"1256",3,2,2,3,2017-02-02
"1257",3,2,1,1,2017-02-10
"1258",3,2,2,2,2017-01-27
"1259",1,1,2,2,2017-01-30
"1260",1,1,1,3,2017-02-02
"1261",1,1,1,2,2017-02-04
"1262",1,1,1,2,2017-01-28
"1263",1,1,1,1,2017-02-05
"1264",1,1,2,3,2017-01-26
"1265",1,1,0,1,2017-01-25
"1266",1,1,2,2,2017-02-06
"1267",3,2,2,2,2017-01-28
"1268",1,1,2,1,2017-01-30
"1269",1,1,2,1,2017-02-09
"1270",3,2,2,1,2017-01-31
"1271",1,1,1,2,2017-01-31
"1272",1,1,1,1,2017-02-07
"1273",3,2,2,2,2017-02-03
"1274",1,1,2,2,2017-02-12
"1275",3,2,1,1,2017-02-13
"1276",1,1,2,1,2017-01-25
"1277",3,2,1,1,2017-01-28
"1278",3,2,1,2,2017-01-24
"1279",3,2,1,1,2017-02-03
"1280",1,1,1,2,2017-01-24
"1281",1,1,2,2,2017-02-09
"1282",1,1,2,2,2017-02-12
"1283",4,0,2,2,2017-01-29
"1284",1,1,1,1,2017-01-31
"1285",1,1,1,2,2017-02-12
"1286",1,1,2,2,2017-01-25
"1287",1,1,2,2,2017-02-05
"1288",1,1,0,1,2017-02-14
"1289",1,1,1,1,2017-01-29
"1290",4,2,2,2,2017-01-25
"1291",1,1,2,1,2017-02-04
"1292",1,1,2,1,2017-02-07
"1293",1,1,2,2,2017-02-03
"1294",1,1,2,2,2017-01-26
"1295",3,2,2,2,2017-01-26
"1296",1,1,1,1,2017-01-30
"1297",1,1,2,2,2017-01-24
"1298",4,0,2,1,2017-01-28
"1299",3,2,1,1,2017-01-25
"1300",1,1,2,2,2017-02-04
"1301",1,1,1,2,2017-01-30
"1302",3,2,2,2,2017-02-01
"1303",2,4,2,2,2017-01-28
"1304",1,1,1,1,2017-01-24
"1305",1,1,1,1,2017-02-06
"1306",4,2,2,1,2017-01-30
"1307",3,2,2,1,2017-02-05
"1308",3,2,2,2,2017-02-02
"1309",1,1,1,2,2017-02-10
"1310",3,2,2,1,2017-01-31
"1311",1,1,1,2,2017-01-30
"1312",1,1,1,1,2017-02-03
"1313",1,1,1,2,2017-01-29
"1314",1,1,1,1,2017-02-10
"1315",1,1,1,1,2017-02-01
"1316",1,1,2,2,2017-01-30
"1317",1,1,1,1,2017-02-03
"1318",3,2,1,2,2017-01-28
"1319",1,1,1,1,2017-02-12
"1320",1,1,1,1,2017-01-30
"1321",1,1,1,1,2017-02-11
"1322",1,1,2,1,2017-02-06
"1323",1,1,1,2,2017-01-25
"1324",4,2,2,2,2017-01-31
"1325",3,2,1,2,2017-02-11
"1326",1,1,2,2,2017-01-27
"1327",1,1,1,1,2017-01-26
"1328",1,1,2,2,2017-02-03
"1329",1,1,1,2,2017-01-24
"1330",1,1,1,2,2017-02-07
"1331",1,1,2,2,2017-02-02
"1332",1,1,1,1,2017-02-01
"1333",1,1,1,1,2017-02-14
"1334",1,1,1,2,2017-01-25
"1335",1,1,2,1,2017-02-05
"1336",1,1,0,1,2017-02-02
"1337",0,1,2,1,2017-02-06
"1338",1,1,2,2,2017-02-02
"1339",1,1,1,1,2017-02-02
"1340",1,1,1,2,2017-01-25
"1341",1,1,2,2,2017-02-04
"1342",1,1,2,1,2017-02-14
"1343",1,1,1,2,2017-01-24
"1344",3,2,2,1,2017-01-31
"1345",3,2,2,2,2017-02-01
"1346",1,1,1,1,2017-02-09
"1347",3,2,2,2,2017-01-25
"1348",1,1,2,2,2017-02-03
"1349",1,1,1,2,2017-01-26
"1350",1,1,2,2,2017-01-31
"1351",1,1,2,2,2017-02-03
"1352",1,1,2,1,2017-02-02
"1353",1,1,1,1,2017-02-16
"1354",1,1,2,2,2017-01-31
"1355",3,2,1,1,2017-02-08
"1356",1,1,1,1,2017-02-13
"1357",1,1,1,1,2017-01-24
"1358",3,2,2,2,2017-01-26
"1359",1,1,1,1,2017-01-26
"1360",1,1,1,1,2017-02-07
"1361",1,1,2,2,2017-02-06
"1362",1,1,1,1,2017-02-04
"1363",1,1,1,1,2017-01-26
"1364",3,2,1,1,2017-02-05
"1365",1,1,1,0,2017-02-09
"1366",3,2,2,2,2017-02-05
"1367",1,1,1,2,2017-01-28
"1368",1,1,1,2,2017-01-24
"1369",1,1,2,3,2017-02-02
"1370",4,2,2,2,2017-01-27
"1371",4,2,2,1,2017-01-26
"1372",3,2,2,2,2017-01-26
"1373",3,2,2,1,2017-01-27
"1374",1,1,2,2,2017-02-05
"1375",1,1,1,1,2017-01-25
"1376",3,2,1,1,2017-02-02
"1377",1,1,2,3,2017-01-25
"1378",3,2,1,1,2017-02-16
"1379",1,1,2,2,2017-01-27
"1380",1,1,1,2,2017-02-01
"1381",1,1,1,1,2017-02-02
"1382",1,1,2,2,2017-02-01
"1383",1,1,2,1,2017-02-08
"1384",1,1,1,1,2017-01-26
"1385",1,1,2,2,2017-02-04
"1386",1,1,1,1,2017-01-25
"1387",1,1,1,1,2017-01-28
"1388",1,1,1,1,2017-01-27
"1389",1,1,1,1,2017-01-26
"1390",1,1,1,2,2017-01-31
"1391",4,2,1,1,2017-01-29
"1392",1,1,1,2,2017-02-02
"1393",1,1,1,1,2017-01-31
"1394",1,1,2,2,2017-02-01
"1395",1,1,2,2,2017-02-12
"1396",3,2,1,2,2017-01-30
"1397",1,1,1,2,2017-01-26
"1398",1,1,1,2,2017-01-30
"1399",1,1,1,1,2017-01-27
"1400",1,1,2,1,2017-02-02
"1401",1,1,1,1,2017-02-05
"1402",1,1,3,3,2017-01-26
"1403",1,1,2,2,2017-01-25
"1404",1,1,1,1,2017-01-31
"1405",1,1,1,2,2017-02-12
"1406",2,4,2,2,2017-02-08
"1407",3,2,2,2,2017-02-14
"1408",3,2,3,2,2017-02-14
"1409",1,1,1,2,2017-02-01
"1410",3,2,1,1,2017-02-01
"1411",3,2,1,1,2017-02-10
"1412",1,1,1,2,2017-01-26
"1413",1,1,1,2,2017-01-29
"1414",1,1,1,2,2017-02-09
"1415",1,1,1,1,2017-02-04
"1416",3,2,2,2,2017-01-31
"1417",4,2,2,2,2017-02-01
"1418",3,2,1,1,2017-01-24
"1419",3,2,1,2,2017-02-06
"1420",1,1,1,2,2017-02-09
"1421",1,1,1,1,2017-02-04
"1422",3,2,2,1,2017-01-29
"1423",3,2,1,1,2017-02-05
"1424",1,1,2,2,2017-02-03
"1425",1,1,1,1,2017-02-02
"1426",1,1,2,2,2017-01-27
"1427",3,2,1,1,2017-01-25
"1428",3,2,2,1,2017-01-25
"1429",2,4,2,2,2017-02-07
"1430",1,1,2,2,2017-02-04
"1431",1,1,2,1,2017-01-26
"1432",1,1,2,1,2017-02-02
"1433",1,1,1,2,2017-01-28
"1434",1,1,2,2,2017-02-01
"1435",1,1,1,2,2017-01-25
"1436",1,1,2,2,2017-01-28
"1437",1,1,2,2,2017-01-31
"1438",1,1,2,2,2017-02-11
"1439",1,1,1,1,2017-01-24
"1440",1,1,2,2,2017-02-14
"1441",3,2,1,1,2017-01-26
"1442",1,1,1,1,2017-01-29
"1443",3,2,1,1,2017-01-26
"1444",1,1,1,1,2017-02-02
"1445",1,1,2,2,2017-01-26
"1446",3,2,1,1,2017-02-06
"1447",1,1,2,2,2017-01-29
"1448",3,2,1,2,2017-02-04
"1449",1,1,2,1,2017-02-16
"1450",1,1,2,1,2017-01-26
"1451",3,2,2,1,2017-01-31
"1452",3,2,2,1,2017-02-12
"1453",1,1,1,1,2017-01-28
"1454",3,2,2,2,2017-02-10
"1455",4,2,2,2,2017-01-26
"1456",1,1,1,1,2017-02-02
"1457",1,1,2,2,2017-02-11
"1458",1,1,2,1,2017-02-13
"1459",1,1,2,1,2017-02-08
"1460",1,1,1,1,2017-01-26
"1461",1,1,1,2,2017-02-05
"1462",1,1,1,2,2017-01-31
"1463",1,1,2,2,2017-02-05
"1464",1,1,2,2,2017-01-30
"1465",3,2,2,2,2017-01-29
"1466",1,1,1,1,2017-01-25
"1467",1,1,2,2,2017-01-31
"1468",1,1,2,2,2017-01-29
"1469",1,1,1,0,2017-01-31
"1470",3,2,1,1,2017-02-02
"1471",3,2,2,2,2017-01-28
"1472",1,1,2,2,2017-02-13
"1473",1,1,2,1,2017-01-26
"1474",1,1,1,2,2017-02-12
"1475",3,2,1,1,2017-02-12
"1476",1,1,0,1,2017-01-25
"1477",3,2,2,1,2017-01-29
"1478",1,1,1,2,2017-01-29
"1479",1,1,1,2,2017-02-04
"1480",1,1,2,3,2017-01-26
"1481",1,1,2,3,2017-01-25
"1482",3,2,1,1,2017-01-25
"1483",3,2,1,2,2017-02-05
"1484",1,1,1,2,2017-01-25
"1485",4,2,2,1,2017-01-30
"1486",3,2,1,1,2017-02-16
"1487",1,1,2,2,2017-01-24
"1488",1,1,1,1,2017-02-11
"1489",1,1,1,2,2017-02-04
"1490",1,1,1,1,2017-01-31
"1491",1,1,1,1,2017-02-07
"1492",1,1,2,1,2017-01-26
"1493",1,1,2,1,2017-02-04
"1494",1,1,1,2,2017-02-05
"1495",3,2,2,2,2017-01-27
"1496",1,1,2,2,2017-01-30
"1497",1,1,1,2,2017-01-27
"1498",1,1,0,1,2017-02-03
"1499",4,2,1,1,2017-01-24
"1500",1,1,2,2,2017-01-27
"1501",3,2,2,2,2017-01-29
"1502",1,1,1,1,2017-01-29
"1503",3,2,2,2,2017-01-25
"1504",3,2,1,2,2017-01-30
"1505",3,2,2,1,2017-01-25
"1506",3,2,0,1,2017-01-26
"1507",1,1,1,1,2017-01-25
"1508",1,1,1,1,2017-02-04
"1509",1,1,2,2,2017-01-28
"1510",1,1,1,2,2017-02-14
"1511",3,2,1,2,2017-02-09
"1512",1,1,2,2,2017-01-24
"1513",1,1,2,1,2017-01-25
"1514",1,1,1,1,2017-02-11
"1515",1,1,1,1,2017-02-02
"1516",1,1,2,2,2017-01-25
