"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"131531","547568","21042","RED RETROSPOT APRON ",3,"3/24/2011 9:50",5.95,13341,"United Kingdom"
"506430","579141","23351","ROLL WRAP 50'S CHRISTMAS",1,"11/28/2011 13:06",1.25,17019,"United Kingdom"
"283117","561693","22050","PINK PAISLEY ROSE GIFT WRAP",25,"7/29/2011 9:48",0.42,15120,"United Kingdom"
"108856","545568","72051S","BAG OF SILVER STONES",8,"3/3/2011 16:22",0.83,NA,"United Kingdom"
"37027","539453","85132C","CHARLIE AND LOLA FIGURES TINS",1,"12/17/2010 17:08",8.47,NA,"United Kingdom"
"375870","569486","23283","DOORMAT VINTAGE LEAF",1,"10/4/2011 12:51",8.25,15339,"United Kingdom"
"302018","563369","22301","COFFEE MUG CAT + BIRD DESIGN",36,"8/16/2011 9:25",2.1,13394,"United Kingdom"
"178808","552239","22555","PLASTERS IN TIN STRONGMAN",3,"5/6/2011 16:54",1.65,14056,"United Kingdom"
"396555","571081","22487","WHITE WOOD GARDEN PLANT LADDER",1,"10/13/2011 15:23",9.95,16775,"United Kingdom"
"442821","574682","23500","KEY RING BASEBALL BOOT ASSORTED ",3,"11/6/2011 12:44",1.25,14963,"United Kingdom"
"249131","558887","23252","VINTAGE RED ENAMEL TRIM JUG ",4,"7/4/2011 15:26",3.75,18265,"United Kingdom"
"182018","552514","21890","S/6 WOODEN SKITTLES IN COTTON BAG",1,"5/9/2011 16:30",5.79,NA,"United Kingdom"
"347882","567341","23200","JUMBO BAG PEARS",10,"9/19/2011 15:04",2.08,14961,"United Kingdom"
"385015","570187","22531","MAGIC DRAWING SLATE CIRCUS PARADE  ",2,"10/7/2011 15:09",0.83,NA,"United Kingdom"
"139784","548353","22684","FRENCH BLUE METAL DOOR SIGN 9",15,"3/30/2011 15:05",1.25,15980,"United Kingdom"
"95583","544461","44092B","BLUE WHITE PLASTIC RINGS LAMPSHADE",6,"2/20/2011 14:08",0.85,13744,"United Kingdom"
"517823","580093","22580","ADVENT CALENDAR GINGHAM SACK",6,"12/1/2011 14:41",5.95,12971,"United Kingdom"
"299848","563174","22383","LUNCH BAG SUKI DESIGN ",10,"8/12/2011 13:40",1.65,16746,"United Kingdom"
"56688","541110","21733","RED HANGING HEART T-LIGHT HOLDER",6,"1/13/2011 15:11",2.95,15916,"United Kingdom"
"417100","572613","23111","PARISIENNE SEWING BOX",1,"10/25/2011 11:28",12.5,15345,"United Kingdom"
"537380","581256","22835","HOT WATER BOTTLE I AM SO POORLY",8,"12/8/2011 11:21",12.46,NA,"United Kingdom"
"290895","562420","21933","PINK VINTAGE PAISLEY PICNIC BAG",9,"8/4/2011 16:38",2.46,NA,"United Kingdom"
"139180","548308","21949","SET OF 6 STRAWBERRY CHOPSTICKS",4,"3/30/2011 12:00",1.25,17220,"United Kingdom"
"84452","543396","84946","ANTIQUE SILVER TEA GLASS ETCHED",216,"2/8/2011 10:28",1.06,15189,"United Kingdom"
"229252","557021","22754","SMALL RED BABUSHKA NOTEBOOK ",12,"6/16/2011 12:55",0.85,17642,"United Kingdom"
"337730","566453","22427","ENAMEL FLOWER JUG CREAM",12,"9/12/2011 16:23",5.45,17811,"United Kingdom"
"36130","539437","85123A","WHITE HANGING HEART T-LIGHT HOLDER",7,"12/17/2010 14:54",5.91,NA,"United Kingdom"
"264628","560106","21220","SET/4 BADGES DOGS",10,"7/14/2011 20:01",1.25,17554,"United Kingdom"
"361732","C568370","90162B","ANT SILVER LIME GREEN BOUDICCA RING",-1,"9/26/2011 16:43",2.95,15154,"United Kingdom"
"174357","551811","21922","UNION STRIPE WITH FRINGE  HAMMOCK",4,"5/4/2011 11:37",7.95,15039,"United Kingdom"
"74585","542503","22381","TOY TIDY PINK POLKADOT",20,"1/28/2011 11:58",2.1,16327,"United Kingdom"
"175855","551988","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"5/5/2011 15:08",3.95,12576,"Poland"
"394142","570871","22080","RIBBON REEL POLKADOTS ",1,"10/12/2011 16:36",3.29,NA,"United Kingdom"
"531796","C580968","23582","VINTAGE DOILY JUMBO BAG RED ",-20,"12/6/2011 14:57",2.08,15622,"United Kingdom"
"415641","572549","21992","VINTAGE PAISLEY STATIONERY SET",2,"10/24/2011 17:03",2.46,NA,"United Kingdom"
"465778","576254","22629","SPACEBOY LUNCH BOX ",12,"11/14/2011 14:02",1.95,16422,"United Kingdom"
"110574","545690","21069","VINTAGE BILLBOARD TEA MUG",2,"3/6/2011 12:46",1.25,13263,"United Kingdom"
"315605","564733","22475","SKULL DESIGN TV DINNER TRAY",2,"8/28/2011 13:18",4.95,17841,"United Kingdom"
"153631","549771","84375","SET OF 20 KIDS COOKIE CUTTERS",2,"4/12/2011 11:43",2.1,14669,"United Kingdom"
"321082","565125","47566","PARTY BUNTING",4,"9/1/2011 12:16",4.95,14217,"United Kingdom"
"167705","551002","84879","ASSORTED COLOUR BIRD ORNAMENT",16,"4/26/2011 9:37",1.69,16834,"United Kingdom"
"455851","575649","23344","JUMBO BAG 50'S CHRISTMAS ",9,"11/10/2011 14:23",2.08,NA,"United Kingdom"
"116975","546316","48116","DOORMAT MULTICOLOUR STRIPE",2,"3/11/2011 8:59",7.95,17076,"United Kingdom"
"188207","553017","20970","PINK FLORAL FELTCRAFT SHOULDER BAG",2,"5/12/2011 19:01",3.75,12757,"Portugal"
"419131","572758","22949","SET OF 36 DOLLY GIRL PAPER DOILIES",1,"10/25/2011 18:39",2.92,NA,"United Kingdom"
"233861","557493","23301","GARDENERS KNEELING PAD KEEP CALM ",1,"6/20/2011 15:18",3.29,NA,"United Kingdom"
"246012","558643","20718","RED RETROSPOT SHOPPER BAG",10,"7/1/2011 9:51",1.25,13534,"United Kingdom"
"4104","536749","90081A","LILY BROOCH AMETHYST COLOUR",1,"12/2/2010 13:49",4.95,17976,"United Kingdom"
"269884","560504","23296","SET OF 6 TEA TIME BAKING CASES",16,"7/19/2011 11:47",1.25,13081,"United Kingdom"
"512736","579516","23080","RED METAL BOX TOP SECRET",2,"11/29/2011 17:52",8.25,17841,"United Kingdom"
"351596","567667","47310M","SMALL POP BOX FUNKY MONKEY",2,"9/21/2011 15:24",1.63,NA,"United Kingdom"
"408569","571945","22596","CHRISTMAS STAR WISH LIST CHALKBOARD",120,"10/20/2011 10:34",1.25,17354,"United Kingdom"
"393566","570832","47590A","BLUE HAPPY BIRTHDAY BUNTING",6,"10/12/2011 13:28",5.45,13058,"United Kingdom"
"218570","556056","21123","SET/10 IVORY POLKADOT PARTY CANDLES",1,"6/8/2011 13:35",1.25,17841,"United Kingdom"
"503361","578924","22121","NOEL WOODEN BLOCK LETTERS ",1,"11/27/2011 12:10",5.95,16983,"United Kingdom"
"157108","550193","85132C","CHARLIE AND LOLA FIGURES TINS",12,"4/15/2011 9:27",1.95,13952,"United Kingdom"
"46057","540350","22666","RECIPE BOX PANTRY YELLOW DESIGN",1,"1/6/2011 14:14",2.95,18283,"United Kingdom"
"291421","562451","22729","ALARM CLOCK BAKELIKE ORANGE",4,"8/5/2011 9:25",3.75,15110,"United Kingdom"
"406763","571828","22110","BIRD HOUSE HOT WATER BOTTLE",6,"10/19/2011 11:52",2.55,16440,"United Kingdom"
"266033","560239","10133","COLOURING PENCILS BROWN TUBE",20,"7/17/2011 11:50",0.42,13507,"United Kingdom"
"15549","537638","84029G","KNITTED UNION FLAG HOT WATER BOTTLE",7,"12/7/2010 15:28",7.62,NA,"United Kingdom"
"56831","541115","22310","IVORY KNITTED MUG COSY ",18,"1/13/2011 15:34",1.65,12578,"Italy"
"54709","540975","21524","DOORMAT SPOTTY HOME SWEET HOME",3,"1/12/2011 14:57",7.95,14040,"United Kingdom"
"100531","544823","22993","SET OF 4 PANTRY JELLY MOULDS",24,"2/24/2011 9:28",1.25,14004,"United Kingdom"
"263097","559934","21907","I'M ON HOLIDAY METAL SIGN",12,"7/14/2011 9:58",2.1,13012,"United Kingdom"
"44134","540154","21790","VINTAGE SNAP CARDS",2,"1/5/2011 11:30",1.66,NA,"United Kingdom"
"11396","537240","20713","JUMBO BAG OWLS",4,"12/6/2010 10:08",4.21,NA,"United Kingdom"
"369507","569037","23319","BOX OF 6 MINI 50'S CRACKERS",2,"9/30/2011 10:45",2.49,13263,"United Kingdom"
"24488","538349","22023","EMPIRE BIRTHDAY CARD",1,"12/10/2010 14:59",0.85,NA,"United Kingdom"
"129183","547379","21395","BLUE POLKADOT BEAKER ",48,"3/22/2011 15:13",0.39,12720,"Germany"
"341371","566757","20956","PORCELAIN T-LIGHT HOLDERS ASSORTED",1,"9/14/2011 15:54",2.46,NA,"United Kingdom"
"169294","551173","47566","PARTY BUNTING",2,"4/26/2011 16:54",10.79,NA,"United Kingdom"
"379485","569695","23344","JUMBO BAG 50'S CHRISTMAS ",20,"10/5/2011 15:35",2.08,16843,"United Kingdom"
"92552","544199","85123A","WHITE HANGING HEART T-LIGHT HOLDER",12,"2/17/2011 10:04",2.55,13777,"United Kingdom"
"233795","557489","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"6/20/2011 14:58",2.95,12490,"France"
"81136","543111","21232","STRAWBERRY CERAMIC TRINKET BOX",1,"2/3/2011 12:44",1.25,15719,"United Kingdom"
"208139","555095","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"5/31/2011 13:32",2.95,12540,"Spain"
"424760","573286","22338","STAR DECORATION PAINTED ZINC ",10,"10/28/2011 14:38",0.19,NA,"Switzerland"
"489401","578015","22574","HEART WOODEN CHRISTMAS DECORATION",36,"11/22/2011 12:58",0.85,12971,"United Kingdom"
"9632","537209","21115","ROSE CARAVAN DOORSTOP",1,"12/5/2010 15:12",6.75,14606,"United Kingdom"
"87236","543645","22752","SET 7 BABUSHKA NESTING BOXES",1,"2/10/2011 17:54",8.5,17609,"United Kingdom"
"330788","565927","84509A","SET OF 4 ENGLISH ROSE PLACEMATS",4,"9/8/2011 10:08",3.75,NA,"EIRE"
"121991","546843","22652","TRAVEL SEWING KIT",10,"3/17/2011 12:40",1.65,12472,"Germany"
"210852","555325","21523","DOORMAT FANCY FONT HOME SWEET HOME",1,"6/2/2011 11:02",16.63,NA,"United Kingdom"
"99971","544795","22564","ALPHABET STENCIL CRAFT",1,"2/23/2011 13:21",1.25,15858,"United Kingdom"
"61959","C541492","85040A","S/4 PINK FLOWER CANDLES IN BOWL",-1,"1/18/2011 14:24",1.65,NA,"United Kingdom"
"290299","562371","82482","WOODEN PICTURE FRAME WHITE FINISH",6,"8/4/2011 14:30",2.55,13709,"United Kingdom"
"512432","579512","22822","CREAM WALL PLANTER HEART SHAPED",1,"11/29/2011 16:47",12.46,NA,"United Kingdom"
"141941","C548532","82494L","WOODEN FRAME ANTIQUE WHITE ",-96,"3/31/2011 17:16",2.55,14031,"United Kingdom"
"426456","573353","22558","CLOTHES PEGS RETROSPOT PACK 24 ",2,"10/30/2011 12:39",1.65,16115,"United Kingdom"
"128918","547367","22244","3 HOOK HANGER MAGIC GARDEN",1,"3/22/2011 13:11",1.95,15437,"United Kingdom"
"412788","572295","21790","VINTAGE SNAP CARDS",2,"10/23/2011 13:49",0.85,16686,"United Kingdom"
"9750","537214","20975","12 PENCILS SMALL TUBE RED RETROSPOT",144,"12/5/2010 15:35",0.65,16422,"United Kingdom"
"354279","567873","71459","HANGING JAM JAR T-LIGHT HOLDERS",12,"9/22/2011 14:25",0.85,13055,"United Kingdom"
"243393","558458","21623","VINTAGE UNION JACK MEMOBOARD",1,"6/29/2011 14:17",9.95,14527,"United Kingdom"
"82472","543235","21166","COOK WITH WINE METAL SIGN ",1,"2/4/2011 13:30",2.08,14462,"United Kingdom"
"110682","545693","21213","PACK OF 72 SKULL CAKE CASES",120,"3/6/2011 14:09",0.42,16422,"United Kingdom"
"43398","540033","22716","CARD CIRCUS PARADE",12,"1/4/2011 14:12",0.42,13680,"United Kingdom"
"389679","570488","21677","HEARTS  STICKERS",2,"10/10/2011 17:12",1.63,14096,"United Kingdom"
"89531","543909","21094","SET/6 RED SPOTTY PAPER PLATES",4,"2/14/2011 12:32",0.83,NA,"United Kingdom"
"167805","551005","21892","TRADITIONAL WOODEN CATCH CUP GAME ",1,"4/26/2011 9:48",2.46,NA,"United Kingdom"
"7930","537065","22636","CHILDS BREAKFAST SET CIRCUS PARADE",2,"12/5/2010 11:57",8.5,12567,"France"
"213541","555545","22383","LUNCH BAG SUKI DESIGN ",10,"6/5/2011 13:08",1.65,17735,"United Kingdom"
"264954","560185","22586","FELTCRAFT HAIRBAND PINK AND BLUE",24,"7/15/2011 11:50",0.85,14676,"United Kingdom"
"421475","572986","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"10/27/2011 10:51",1.65,12681,"France"
"532950","581002","22090","PAPER BUNTING RETROSPOT",18,"12/7/2011 8:21",2.95,14708,"United Kingdom"
"325189","565432","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",1,"9/4/2011 13:16",3.75,16241,"United Kingdom"
"94864","544434","21123","SET/10 IVORY POLKADOT PARTY CANDLES",2,"2/18/2011 16:12",2.46,NA,"United Kingdom"
"521386","580364","23077","DOUGHNUT LIP GLOSS ",20,"12/2/2011 16:34",1.25,13309,"United Kingdom"
"409819","572074","21030","SPACE CADET RED",2,"10/20/2011 13:54",1.25,16284,"United Kingdom"
"454364","575519","23506","MINI PLAYING CARDS SPACEBOY ",20,"11/10/2011 10:53",0.42,12682,"France"
"301673","563351","23104","IVORY CAFE HANGING LAMP ",3,"8/15/2011 14:17",12.5,16902,"United Kingdom"
"114079","546007","22659","LUNCH BOX I LOVE LONDON",1,"3/8/2011 15:34",4.13,NA,"United Kingdom"
"37059","539453","90202D","PINK ENAMEL FLOWER HAIR TIE",1,"12/17/2010 17:08",2.96,NA,"United Kingdom"
"323169","565248","23343","JUMBO BAG VINTAGE CHRISTMAS ",1,"9/2/2011 10:34",2.08,15860,"United Kingdom"
"23667","538208","21479","WHITE SKULL HOT WATER BOTTLE ",2,"12/10/2010 11:39",3.75,14037,"United Kingdom"
"78343","542867","22196","SMALL HEART MEASURING SPOONS",4,"2/1/2011 12:22",0.85,NA,"United Kingdom"
"296971","562933","22715","CARD WEDDING DAY",2,"8/10/2011 16:51",0.83,NA,"United Kingdom"
"413484","572314","21915","RED  HARMONICA IN BOX ",12,"10/23/2011 15:59",1.25,17111,"United Kingdom"
"20994","538071","22439","6 ROCKET BALLOONS ",1,"12/9/2010 14:09",1.28,NA,"United Kingdom"
"484535","577532","35471D","SET OF 3 BIRD LIGHT PINK FEATHER ",1,"11/20/2011 14:01",0.39,16666,"United Kingdom"
"354506","567881","23203","JUMBO BAG VINTAGE DOILY ",10,"9/22/2011 14:59",2.08,15640,"United Kingdom"
"151557","549559","21531","RED RETROSPOT SUGAR JAM BOWL",6,"4/10/2011 13:25",2.55,12447,"Belgium"
"355876","567976","20719","WOODLAND CHARLOTTE BAG",10,"9/23/2011 10:26",0.85,13127,"United Kingdom"
"240837","558116","22772","PINK DRAWER KNOB ACRYLIC EDWARDIAN",24,"6/27/2011 9:11",2.46,NA,"United Kingdom"
"130572","547497","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"3/23/2011 12:15",3.95,14461,"United Kingdom"
"122468","546875","20725","LUNCH BAG RED RETROSPOT",10,"3/17/2011 16:38",1.65,12514,"Italy"
"365171","568699","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"9/28/2011 14:58",1.65,12352,"Norway"
"148570","549245","22432","WATERING CAN PINK BUNNY",2,"4/7/2011 11:59",1.95,15005,"United Kingdom"
"283201","561699","21621","VINTAGE UNION JACK BUNTING",12,"7/29/2011 10:32",8.5,12971,"United Kingdom"
"256415","559491","22410","MONEY BOX HOUSEKEEPING DESIGN",1,"7/8/2011 13:53",2.46,NA,"United Kingdom"
"30816","538881","22365","DOORMAT RESPECTABLE HOUSE",1,"12/14/2010 15:54",14.43,NA,"United Kingdom"
"212008","555405","48111","DOORMAT 3 SMILEY CATS",2,"6/2/2011 19:17",7.95,17531,"United Kingdom"
"359979","568206","23232","WRAP VINTAGE LEAF DESIGN",50,"9/25/2011 15:32",0.42,14806,"United Kingdom"
"79222","542922","22384","LUNCH BAG PINK POLKADOT",10,"2/2/2011 9:06",1.65,12682,"France"
"240437","558101","23012","GLASS APOTHECARY BOTTLE PERFUME",2,"6/26/2011 13:56",3.95,18112,"United Kingdom"
"96665","544574","22698","PINK REGENCY TEACUP AND SAUCER",6,"2/21/2011 13:51",2.95,12365,"Cyprus"
"30583","538877","20728","LUNCH BAG CARS BLUE",7,"12/14/2010 15:29",5.06,NA,"United Kingdom"
"244003","558475","22435","SET OF 9 HEART SHAPED BALLOONS",1,"6/29/2011 15:58",2.46,NA,"United Kingdom"
"398570","571245","21533","RETROSPOT LARGE MILK JUG",12,"10/14/2011 15:50",4.25,16839,"United Kingdom"
"472144","576665","22553","PLASTERS IN TIN SKULLS",1,"11/16/2011 11:46",1.65,17841,"United Kingdom"
"50233","540550","22555","PLASTERS IN TIN STRONGMAN",12,"1/10/2011 9:11",1.65,12539,"Spain"
"239218","558030","84947","ANTIQUE SILVER TEA GLASS ENGRAVED",12,"6/24/2011 12:00",1.25,16419,"United Kingdom"
"484730","577539","85034B","3 WHITE CHOC MORRIS BOXED CANDLES",24,"11/20/2011 14:24",1.25,14547,"United Kingdom"
"424269","573248","23300","GARDENERS KNEELING PAD CUP OF TEA ",4,"10/28/2011 12:09",1.65,14498,"United Kingdom"
"26830","538524","21156","RETROSPOT CHILDRENS APRON",1,"12/13/2010 9:35",4.21,NA,"United Kingdom"
"224616","556538","22791","T-LIGHT GLASS FLUTED ANTIQUE",12,"6/13/2011 12:42",1.25,15845,"United Kingdom"
"99711","544778","22441","GROW YOUR OWN BASIL IN ENAMEL MUG",1,"2/23/2011 12:03",2.1,14978,"United Kingdom"
"129644","547386","84946","ANTIQUE SILVER T-LIGHT GLASS",5,"3/22/2011 15:52",2.46,NA,"United Kingdom"
"349098","567477","84569A","PACK 3 IRON ON DOG PATCHES",5,"9/20/2011 13:20",1.25,16327,"United Kingdom"
"172928","551599","22697","GREEN REGENCY TEACUP AND SAUCER",6,"5/3/2011 11:34",2.95,15696,"United Kingdom"
"252810","559138","84686","BEACH HUT MIRROR",8,"7/6/2011 13:35",0.79,16919,"United Kingdom"
"453542","575484","21843","RED RETROSPOT CAKE STAND",4,"11/9/2011 17:02",10.95,16670,"United Kingdom"
"118357","546429","22951","60 CAKE CASES DOLLY GIRL DESIGN",1,"3/13/2011 15:25",0.55,17611,"United Kingdom"
"218517","556051","22696","WICKER WREATH LARGE",2,"6/8/2011 13:09",1.95,13742,"United Kingdom"
"152692","549682","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"4/11/2011 13:22",2.95,12596,"Spain"
"150440","549435","21125","SET 6 FOOTBALL CELEBRATION CANDLES",12,"4/8/2011 12:33",1.25,12356,"Portugal"
"277417","561112","21791","VINTAGE HEADS AND TAILS CARD GAME ",1,"7/25/2011 11:53",1.25,14606,"United Kingdom"
"148014","549155","84568","GIRLS ALPHABET IRON ON PATCHES ",9,"4/6/2011 17:08",0.42,NA,"United Kingdom"
"516522","C579926","23204","CHARLOTTE BAG APPLES DESIGN",-2,"12/1/2011 9:19",0.72,14389,"United Kingdom"
"477024","577046","22029","SPACEBOY BIRTHDAY CARD",12,"11/17/2011 13:46",0.42,12449,"Belgium"
"461547","575944","22741","FUNKY DIVA PEN",48,"11/13/2011 11:46",0.85,16571,"United Kingdom"
"439690","574480","22457","NATURAL SLATE HEART CHALKBOARD ",6,"11/4/2011 12:42",2.95,15010,"United Kingdom"
"123256","546892","22804","CANDLEHOLDER PINK HANGING HEART",1,"3/17/2011 18:20",5.79,NA,"United Kingdom"
"521228","580320","20725","LUNCH BAG RED RETROSPOT",10,"12/2/2011 15:40",1.65,15078,"United Kingdom"
"176446","552000","22090","PAPER BUNTING RETROSPOT",6,"5/5/2011 15:56",5.79,NA,"United Kingdom"
"372314","569236","35954","SMALL FOLKART STAR CHRISTMAS DEC",6,"10/2/2011 15:49",0.19,14432,"United Kingdom"
"447699","574959","22900","SET 2 TEA TOWELS I LOVE LONDON ",1,"11/8/2011 10:09",3.25,17886,"United Kingdom"
"395848","571046","23388","WOODLAND MINI BACKPACK",1,"10/13/2011 13:35",4.15,18096,"United Kingdom"
"97865","544659","21260","FIRST AID TIN",1,"2/22/2011 13:20",3.25,18114,"United Kingdom"
"225239","C556637","22088","PAPER BUNTING COLOURED LACE",-1,"6/13/2011 15:32",2.95,15382,"United Kingdom"
"261449","559863","20713","JUMBO BAG OWLS",10,"7/13/2011 10:33",2.08,15039,"United Kingdom"
"445385","574837","37447","CERAMIC CAKE DESIGN SPOTTED PLATE",12,"11/7/2011 11:33",1.49,15785,"United Kingdom"
"451065","575177","72811","SMALL ZINC/GLASS CANDLEHOLDER",1,"11/8/2011 18:41",2.92,NA,"United Kingdom"
"308922","564057","22112","CHOCOLATE HOT WATER BOTTLE",3,"8/22/2011 14:20",4.95,15296,"United Kingdom"
"510993","579471","22278","OVERNIGHT BAG VINTAGE ROSE PAISLEY",1,"11/29/2011 15:08",10.79,NA,"United Kingdom"
"68614","541871","22470","HEART OF WICKER LARGE",1,"1/24/2011 9:41",5.79,NA,"United Kingdom"
"356404","568050","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",1,"9/23/2011 12:38",0.55,15901,"United Kingdom"
"414598","572472","22553","PLASTERS IN TIN SKULLS",12,"10/24/2011 13:34",1.65,14139,"United Kingdom"
"439372","574470","23508","MINI PLAYING CARDS DOLLY GIRL ",6,"11/4/2011 11:56",0.42,12748,"United Kingdom"
"394279","570871","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",3,"10/12/2011 16:36",1.63,NA,"United Kingdom"
"151336","549551","23182","TOILET SIGN OCCUPIED OR VACANT",24,"4/10/2011 11:48",0.83,15955,"United Kingdom"
"182445","552547","23233","WRAP POPPIES  DESIGN",25,"5/10/2011 10:34",0.42,13098,"United Kingdom"
"298052","562973","22274","FELTCRAFT DOLL EMILY",24,"8/11/2011 11:42",2.95,14911,"EIRE"
"87172","543639","15056BL","EDWARDIAN PARASOL BLACK",1,"2/10/2011 16:52",5.95,16725,"United Kingdom"
"38724","539595","79191D","RETRO PLASTIC DAISY TRAY",1,"12/20/2010 13:43",1.66,NA,"United Kingdom"
"150685","549522","22845","VINTAGE CREAM CAT FOOD CONTAINER",2,"4/8/2011 15:34",6.35,16873,"United Kingdom"
"43477","540073","22624","IVORY KITCHEN SCALES",1,"1/4/2011 14:47",8.5,16814,"United Kingdom"
"505415","579062","23200","JUMBO BAG PEARS",10,"11/28/2011 10:29",2.08,17651,"United Kingdom"
"490609","578065","21813","GARLAND WITH STARS AND BELLS",1,"11/22/2011 15:41",3.29,NA,"United Kingdom"
"416093","572550","84078A","SET/4 WHITE RETRO STORAGE CUBES ",2,"10/24/2011 17:06",58.29,NA,"United Kingdom"
"107328","545429","23003","TRAVEL CARD WALLET VINTAGE ROSE ",2,"3/2/2011 14:46",0.42,15031,"United Kingdom"
"401212","571429","21592","RETROSPOT CIGAR BOX MATCHES ",2,"10/17/2011 12:50",1.25,15335,"United Kingdom"
"502162","578843","47503A","ASS FLORAL PRINT MULTI SCREWDRIVER",1,"11/25/2011 16:13",0.42,17813,"United Kingdom"
"284385","561870","22182","CAKE STAND VICTORIAN FILIGREE SMALL",4,"7/31/2011 11:45",4.95,14911,"EIRE"
"169953","551270","22343","PARTY PIZZA DISH RED RETROSPOT",6,"4/27/2011 12:35",0.85,15891,"United Kingdom"
"301926","563360","22423","REGENCY CAKESTAND 3 TIER",16,"8/15/2011 15:06",10.95,15023,"United Kingdom"
"517441","580055","23344","JUMBO BAG 50'S CHRISTMAS ",40,"12/1/2011 13:12",1.79,14298,"United Kingdom"
"370108","569129","22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",2,"9/30/2011 13:40",1.65,15034,"United Kingdom"
"246814","558731","22035","VINTAGE CARAVAN GREETING CARD ",12,"7/1/2011 14:53",0.42,13285,"United Kingdom"
"342862","566914","21977","PACK OF 60 PINK PAISLEY CAKE CASES",6,"9/15/2011 14:08",0.55,15466,"United Kingdom"
"478171","577078","20777","CHRYSANTHEMUM NOTEBOOK",1,"11/17/2011 15:17",1.63,NA,"United Kingdom"
"137750","548166","82580","BATHROOM METAL SIGN",1,"3/29/2011 13:45",1.25,NA,"United Kingdom"
"386965","570256","22950","36 DOILIES VINTAGE CHRISTMAS",12,"10/10/2011 9:53",1.45,15152,"United Kingdom"
